Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,853811545
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,6400
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,282869357
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,887966242
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,3200
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,343584301
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,1036762374
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,1600
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,349472146
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,1170166960
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,800
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,480721398
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,794568089
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,400
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,277819752
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,878170827
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,200
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,360982354
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,860784955
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,100
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,273240460
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,815732677
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,50
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,303460942
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,Time,1079588785
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Read,1,MaxMemory,25
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Time,319387848
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,1,Check,2,Matches,0
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,2,Read,1,Time,1037123686
Batch,Drools5,1,RouteSensor-ConnectedSegments-PosLength-SemaphoreNeighbor-SwitchSensor-SwitchSet,2,Read,1,MaxMemory,6400
